OP,A1,A2,A3,A4,A5
+,5938,5579,6723,9271,186
-,343,0,0,0,0
+,3594,7476,8842,2788,8052
+,8000,1569,9878,24,7
+,1846,1895,3695,3919,7507
+,3047,4731,4920,2448,8242
+,9290,5685,3718,6599,4806
+,1335,3199,8827,8512,1896
+,5556,9699,5865,1426,8796
+,979,1417,7465,2855,2899
+,9807,5167,142,6982,9885
+,7311,1138,8823,7070,4711
-,367,0,0,0,0
+,7539,5186,3445,2132,9938
+,8527,5523,2980,2675,3837
+,7742,7810,6954,9177,7435
+,5078,4043,7579,8178,1861
+,2995,4697,6281,5315,7023
+,3005,5970,3091,3732,7751
+,7216,6081,4608,8992,2153
+,1785,1153,1345,5555,1706
+,5495,6736,48,6322,8761
+,9934,7255,3835,9868,888
+,6661,3927,8330,5614,2036
+,4252,6111,3373,4683,1107
+,3979,9116,4816,9359,1240
+,159,135,7352,6655,7161
+,7228,389,8147,8788,8119
+,8480,738,9418,3701,1354
+,2507,2426,7428,7698,7714
+,946,4746,5122,3508,6744
+,4142,9480,4442,9872,3764
+,8421,8116,4404,3883,96
+,5373,8380,1674,401,8517
+,7765,1461,4344,1017,6775
+,5091,3898,9259,7215,7112
+,8600,774,39,7925,3725
+,8052,8628,3166,7645,813
+,9098,7334,6027,649,4639
+,5964,9756,600,4729,3903
+,4634,5604,9744,4605,994
+,8170,5824,8118,2543,1655
+,2576,3890,531,263,8235
+,9677,6004,8834,514,5314
+,5723,4504,2117,7061,9078
+,3140,3625,5719,7302,953
+,2307,3627,7295,3227,3196
+,3712,7351,6003,3337,1912
+,5963,3410,2689,2258,1763
+,1974,2785,6078,225,8949
+,7273,6588,3023,4927,1050
+,9348,2501,8651,6365,1932
+,411,4321,4773,7363,7380
+,8855,2773,2017,7765,7548
+,8148,6684,8705,2145,1172
+,8856,1529,1605,9668,1475
+,8508,1125,5450,7265,1092
+,479,2574,2038,895,9648
+,8270,5612,2704,2206,3765
+,8171,7045,365,410,8302
+,4873,6574,578,7487,1810
+,9663,6187,7374,3254,9462
+,1199,5102,7353,3802,8680
+,3688,7301,2827,1008,9833
+,2932,7138,284,107,8848
+,4843,1607,3492,951,1719
+,4480,8005,7680,864,3383
+,3737,721,5638,7587,323
+,5637,6945,9498,1843,3259
-,636,0,0,0,0
+,2418,8500,5058,8054,5850
+,8296,7970,9231,5647,5538
+,5129,2244,3251,5304,8258
+,5584,1818,4706,4910,8132
+,4481,8800,4864,7450,3416
+,6568,9547,5242,550,9755
+,971,1186,6664,787,6465
+,8221,1806,1329,7201,7396
+,5655,1098,4077,3055,8479
+,7999,2086,9531,3792,4425
+,5757,6883,7439,5623,8418
-,267,0,0,0,0
+,2329,2391,3981,8318,720
+,3245,3973,2401,9881,8399
+,6721,89,6390,7452,1111
+,3599,7270,3241,2983,9812
+,9003,3660,4737,6023,6819
+,1052,2067,9095,2739,5922
+,2606,6722,6993,4576,4630
+,2997,1085,3220,9777,2800
+,5831,6548,8824,1025,7795
+,456,8386,1634,3166,3010
+,4549,4393,5945,2631,8979
+,8165,2800,7887,3388,3369
+,3008,4389,7734,5450,647
-,903,0,0,0,0
+,7239,7167,5737,8855,982
+,1019,832,8750,240,8155
+,7978,8483,3165,7517,4433
+,4891,3051,3877,5241,6925
+,4274,7049,1037,7216,7090
+,9053,4370,5665,7353,9613
-,505,0,0,0,0
+,6719,2026,2606,1135,4467
+,6625,1140,5212,6748,8362
+,3055,7629,1693,8556,8391
+,7787,8953,6669,9892,676
+,4890,7616,2123,8425,6738
+,3249,9646,3270,8798,7810
+,5588,543,4448,8322,2139
+,8790,6749,8018,7713,4482
+,5513,8034,1377,3684,9467
+,1059,7472,3644,2646,354
+,5983,1053,6622,9447,6128
+,7465,1825,5034,2016,1999
+,9986,5565,3875,7930,755
+,2625,3465,1504,8498,5778
-,622,0,0,0,0
+,5496,9067,7589,9543,7269
+,8612,3876,8447,1864,486
+,8901,1985,8955,4963,1075
+,7157,8544,5407,3849,8433
+,1086,3819,6496,4957,8569
-,337,0,0,0,0
-,498,0,0,0,0
+,4670,2549,2639,1242,3896
+,6592,4951,252,7556,5623
+,7587,1969,1808,6520,1548
+,1763,1114,3657,8068,8486
+,3247,1927,3655,1609,7603
+,5245,3238,1883,442,3855
+,1665,8486,4425,914,7674
+,3404,5004,7954,6826,9492
+,8495,6016,1869,567,6652
-,821,0,0,0,0
+,2703,2169,1856,4463,6153
+,5955,1182,9704,109,4606
+,760,5971,3796,1269,2744
+,220,5113,3514,531,8451
+,2053,6242,4026,5414,4361
+,2894,9805,3131,9215,8053
+,9349,3075,9386,8214,4126
+,6632,7629,4420,2656,4519
+,9535,9178,2767,143,5263
+,1572,3651,3025,9417,1183
+,8040,897,2234,2061,6734
+,7139,9776,2523,6160,6182
+,4773,6403,7542,3174,2313
+,6253,8371,9416,3925,2120
+,8261,5145,350,5915,2975
-,480,0,0,0,0
+,7652,4280,8435,8864,5921
+,8669,9682,3802,4680,505
+,9885,3347,2287,4339,192
+,2419,4664,3760,8480,9291
+,7702,1156,9937,3049,3332
+,5123,5020,233,5884,1121
+,5843,8142,5831,3824,402
+,6424,9300,7662,6101,1707
+,4886,2038,9905,7202,5379
+,1623,3728,2272,1998,1037
+,9867,7917,9022,1243,5586
+,7233,359,5878,8276,2827
+,8738,2844,420,7577,6455
-,696,0,0,0,0
-,444,0,0,0,0
+,7606,1081,8103,3469,7786
+,1460,4963,4833,5332,7569
+,7682,6083,4809,2034,7817
+,6667,3129,7548,5550,8711
+,142,9796,614,2701,4492
+,5752,8374,7307,2721,9382
+,6895,9036,4904,2842,8680
+,9463,5732,6040,5762,8587
+,4302,7564,608,5707,7323
+,4466,3462,8373,3897,5147
+,6914,7165,2066,1990,285
+,8286,459,9860,8802,3601
+,6302,3054,2465,2398,7016
+,2016,3705,3340,8217,7970
+,9852,143,1606,2094,3815
+,8326,1007,9942,3841,1124
+,5756,7827,3717,7491,7769
-,304,0,0,0,0
+,6735,648,7225,3709,8722
+,9991,1376,8559,6270,1210
+,343,6936,6992,5906,4611
+,9473,6807,210,3282,1356
+,5688,3629,1262,6750,3053
+,7562,209,5391,2790,95
-,9,0,0,0,0
+,7244,8207,7111,998,1313
+,201,3966,2634,27,7177
+,4833,9680,1875,1031,6258
+,1190,3390,6463,7765,1975
+,4696,3263,3950,6811,4751
+,4888,7707,6806,7312,8688
+,163,9581,3464,4543,706
+,5541,1424,62,5138,9033
+,4201,9418,13,9455,1088
+,9924,6015,8232,7667,1426
+,1864,6942,9869,2094,293
+,8452,2453,9184,8211,8771
+,4602,3265,9545,4936,5025
+,5833,8912,9860,2987,9252
+,5271,2234,3573,2474,9678
+,4228,2528,4242,4805,3898
+,4980,4333,3933,3945,2110
-,462,0,0,0,0
+,7551,5999,9185,6140,9280
+,5733,5915,7102,2577,2072
+,6265,5653,7312,2738,5771
+,1891,794,703,6959,3505
+,8772,6237,6481,9518,5946
+,9400,9179,5929,148,129
+,6092,1744,2629,6175,6777
-,878,0,0,0,0
+,3925,2188,9095,7741,2017
+,3762,198,4094,2864,5310
+,3095,9392,7312,6076,4541
+,5778,4733,9970,5072,9636
+,9416,7248,1799,6769,9229
+,444,4377,9059,8531,2818
-,113,0,0,0,0
+,2152,6611,9373,47,653
+,1046,3689,8858,9318,4267
+,1722,8607,5784,3448,8677
+,6662,2869,1005,6744,9403
+,8726,5788,5326,6657,5738
+,241,1849,4994,8300,439
+,3903,1653,3266,5965,1849
-,426,0,0,0,0
+,7522,8307,3606,3941,5579
+,9585,8790,8328,5230,3632
+,2560,4411,9798,4753,6926
+,2025,7355,9826,6036,527
+,8913,3015,8183,5833,1808
+,6745,4940,8135,3772,2629
+,2835,6329,1308,3747,2885
-,136,0,0,0,0
-,612,0,0,0,0
+,1608,6241,6085,8515,527
+,9186,5959,2859,3328,9604
+,5179,2612,6944,3160,1975
+,4496,1182,7291,2236,6619
+,6135,4502,3164,4835,8810
+,6880,253,6728,5474,7607
+,6842,3018,6983,9891,6508
+,2384,3811,6061,9364,3599
-,266,0,0,0,0
+,3951,3207,6236,1017,302
+,1493,784,4562,5711,5152
+,6084,5656,1702,9648,2245
+,6328,8799,9020,6638,8023
+,9841,754,6626,9869,7281
+,2822,3609,4427,9879,7310
+,8106,933,9275,5160,2249
+,6504,9918,9560,7939,4939
+,9457,681,2166,8060,3945
+,8369,7176,1332,5050,5026
-,215,0,0,0,0
+,9895,621,9659,5651,1573
+,7879,310,6473,3058,21
+,6927,1137,1697,7590,8509
+,6477,4127,9349,5244,7191
+,7601,1598,7702,8981,5010
+,2798,6151,4986,9454,1845
+,2930,9627,5126,6379,9734
+,3344,1045,8959,5387,8808
+,6475,2072,9270,4782,8841
+,9734,9856,6025,9109,4761
-,130,0,0,0,0
+,438,4968,5438,7134,9551
+,6530,1880,917,4305,7168
+,9219,4063,5922,154,4882
+,4005,4000,2772,4751,7615
+,4753,7943,3427,2431,4340
+,1916,6391,9302,6819,8760
+,9718,6345,8449,6491,8896
+,4521,1779,9140,4045,2576
+,168,9596,8990,6092,7101
+,7648,2068,9178,2915,2985
+,9654,1445,4941,4957,1264
+,2794,8321,6286,3367,7556
+,4417,6387,1616,2426,8900
+,7852,2041,8398,2150,3184
+,2414,4315,4557,7790,736
+,8109,8120,2854,3031,163
+,9182,8881,9666,1720,2829
+,3478,2813,9953,1098,3003
-,745,0,0,0,0
-,842,0,0,0,0
+,5995,5678,4339,4772,7442
+,9516,28,1858,5911,4573
+,1856,6271,1571,5620,2294
+,8147,608,6807,5581,5387
+,6523,9745,9749,8555,571
+,2151,4770,3059,4572,3260
+,1028,1473,3552,3163,672
+,2668,2655,8659,1326,3044
+,4872,7524,5950,9859,8958
+,9344,598,6545,1249,2849
+,7786,1789,9620,362,8380
+,1444,129,4962,8234,7363
+,7037,6894,2380,5559,6108
+,4288,2893,1547,6162,4190
+,2174,3800,8551,2970,5649
+,7063,7298,3387,766,211
+,2102,8975,3232,421,5633
-,437,0,0,0,0
+,7299,2060,5058,3362,1364
-,158,0,0,0,0
+,891,6674,8814,1116,3338
+,1180,9990,2115,5613,7141
+,3488,1997,4457,9351,7874
+,5537,6119,5737,1986,106
-,778,0,0,0,0
+,9421,4613,562,8651,5438
+,6555,7260,329,8764,9856
+,685,6358,2244,3760,1946
+,9958,8576,415,8281,6611
+,9810,2603,7140,3509,3131
+,4838,7080,4139,2950,6579
-,729,0,0,0,0
+,7042,2745,6197,2042,6685
+,7028,450,9968,4307,8678
+,6749,6970,7907,3117,9444
+,5504,3928,8477,794,7033
+,5258,6717,9341,1101,9509
+,2381,3733,4363,3206,9173
+,2014,8883,9423,1374,443
-,606,0,0,0,0
+,5604,6831,6861,2537,7309
+,7214,1093,456,4842,5150
+,1710,611,8412,3142,3677
+,6572,5215,6707,8292,5964
+,471,7052,4873,7702,386
+,1353,9145,9576,2114,177
+,5152,3062,3074,9457,6607
+,6684,3756,5876,7753,3315
+,4016,9112,5889,5481,4059
+,9512,527,4277,9424,7667
+,2410,5417,863,2269,6097
-,951,0,0,0,0
+,639,6334,7622,6799,3058
+,7657,500,3521,6479,9923
+,4661,1870,9775,6012,8504
+,602,2525,1509,2398,4114
+,9894,4450,851,4572,7771
+,6376,8615,1695,1391,9202
+,7930,2406,8987,2261,6583
+,3748,4467,1017,9409,1779
+,4799,3756,5180,4135,776
-,45,0,0,0,0
+,4638,8829,6094,1550,1286
+,4703,3645,2097,9163,7393
+,5067,9526,3590,8610,5201
-,939,0,0,0,0
+,1336,6983,5511,5126,8303
+,2372,7227,3262,6535,5378
+,9860,3724,3913,1442,3078
+,9411,7064,8930,9193,980
+,4599,4114,6125,9011,8820
+,5351,3582,2640,9201,2375
+,3885,2514,1717,8114,2540
+,5677,7734,176,8505,9282
+,3889,4847,4513,8244,7840
+,4295,5434,3697,9640,1364
+,9766,354,4944,2981,1274
+,1821,8110,9594,5750,4581
-,242,0,0,0,0
+,2232,7319,9852,9754,6321
+,872,4656,6938,5405,916
+,2081,9016,1596,6187,4437
+,4072,5768,2670,8091,2892
+,3088,8729,8414,1757,3823
+,435,3381,1223,9358,2715
+,8387,31,1294,9199,5604
+,3197,3458,3175,4684,4247
+,4115,8336,2811,2579,4573
+,3646,7172,4152,1458,9560
+,6158,1815,5534,4947,240
-,788,0,0,0,0
-,550,0,0,0,0
+,8518,8315,9478,9131,3218
+,1969,7607,6688,2066,7019
+,7518,8270,8560,6924,5272
+,9931,1448,215,9323,9808
+,8142,4206,3906,605,9506
+,5903,6014,5407,4819,7480
+,4144,6798,194,2688,6347
+,5920,9508,9954,6795,4178
+,6535,3145,2085,9949,6934
+,9666,424,8070,6004,5131
+,9248,4157,1536,7198,1941
+,9361,5532,7159,8037,3252
+,1683,8869,4439,7378,6401
+,8086,6141,4694,4126,6291
+,4977,8980,5048,1712,9620
+,3134,7539,7149,6919,4487
+,1698,6402,8109,1825,5819
-,364,0,0,0,0
+,5577,2305,2974,2936,1575
+,603,9413,7441,4180,8721
+,5933,8893,3584,165,8649
+,261,9289,3109,4573,7591
+,5333,2633,2949,8148,5397
+,2934,6853,7489,4114,4788
+,4596,5653,2355,2017,7624
+,9729,173,5081,4672,5237
+,7520,6337,959,9367,7944
+,8560,9061,1633,6220,1605
+,319,265,4528,2,1394
+,9123,4108,6101,6103,887
+,3348,7845,9415,6679,8334
+,6909,6470,3385,4322,751
+,6706,5556,3767,922,6959
+,2149,9732,7090,2898,5827
+,4328,2026,1996,5551,9006
+,4654,3271,6969,7669,2105
-,735,0,0,0,0
+,924,6167,1338,364,9426
+,5731,7578,2733,1661,4425
+,8945,1709,1775,7507,9471
+,2219,8673,2882,316,1394
-,129,0,0,0,0
+,227,6422,5099,9948,2642
+,6694,6416,3250,8378,3581
+,6992,1752,2015,9045,9021
+,4966,1295,1698,4152,2217
+,6751,2264,1790,6030,184
+,9068,3636,7571,2781,9336
+,6801,3481,8222,6014,3860
+,9304,8828,8023,7439,9612
-,553,0,0,0,0
+,137,6471,5948,436,8062
+,5859,3126,9025,4875,8609
+,5799,9543,2517,8604,3016
+,7664,2036,6098,7114,7768
+,8567,5656,4391,6364,5089
+,1938,890,8852,3676,5090
+,2689,1160,8446,3164,3549
+,6947,7199,9633,1917,866
+,5716,5745,726,6918,7606
+,2888,5047,9582,722,9429
+,5208,1313,5172,3732,9086
+,931,634,6933,387,9171
+,6640,3172,1283,6193,296
+,6063,3549,3297,8691,2059
+,6338,5677,744,8439,3766
+,3947,9276,6754,1543,5577
+,7221,2665,6227,6504,8985
+,3394,6317,6978,1780,51
+,2766,1437,5120,1371,286
+,5785,5284,9990,6462,3826
+,2727,1349,4121,5947,8359
+,947,8177,5558,3146,2965
+,6853,3566,4306,9062,2451
+,7883,4475,8895,2643,5492
+,9743,5462,2740,6300,2313
+,3260,4895,5011,5404,4098
+,6057,4820,319,5528,4209
+,2837,4046,7649,1726,9487
-,50,0,0,0,0
+,1740,5658,8685,7704,5976
+,4222,8615,9574,6150,1122
+,655,6382,2619,424,4767
+,2919,881,6505,6032,5236
+,5001,221,7664,4367,9312
+,5328,4558,2622,8706,7434
+,341,7261,2297,5291,8360
+,4325,7915,2987,3988,8855
+,4653,4259,2316,9015,3375
+,524,5206,2185,5629,2374
+,2084,7619,41,2571,4294
+,1751,4316,4672,162,4196
+,1343,9374,9250,4113,5612
+,5663,3895,5685,5940,3078
+,5702,1037,2590,2859,4692
+,5289,4054,7834,5436,8645
+,8788,225,2027,3121,9817
+,5386,3377,1714,3790,6452
+,9237,8862,7542,4834,7149
+,4028,6719,2606,4498,6050
+,3011,2713,5889,8693,7568
+,6195,2376,99,5950,3145
+,66,2572,9260,9290,1245
+,1836,144,6817,4160,5628
-,136,0,0,0,0
+,1849,4113,420,8550,2252
+,9132,9463,5078,3345,1759
+,6536,651,6187,1468,5850
+,5999,362,3930,9396,8169
+,4586,9628,1965,3403,3578
+,2113,7993,6353,9007,3389
+,1143,5979,4156,3408,2765
+,94,6284,8327,7575,4822
-,193,0,0,0,0
+,4853,6600,530,3810,4133
+,2664,8044,3948,9070,3623
+,6351,4282,6795,4057,1805
+,3031,2480,3093,955,4764
+,2444,9438,5791,3008,6044
+,1693,1321,1429,4989,3342
+,2777,4338,3586,8905,4084
+,7514,868,3287,2827,6688
+,4019,4622,6897,8501,5330
+,8428,8239,9718,6513,6472
+,1465,1712,1670,8830,9572
+,1025,5978,5399,8029,9116
+,8789,4486,7992,8880,7091
+,6102,7071,8022,6988,8224
+,8866,3419,6937,7033,8704
-,344,0,0,0,0
+,9809,5828,5362,7824,2816
-,486,0,0,0,0
+,2724,1454,6378,9574,1896
+,3333,4170,7309,420,43
-,915,0,0,0,0
+,7386,201,1469,190,677
+,8072,3939,8251,7189,7766
+,6761,870,8463,4903,4893
+,5470,414,6082,6702,5834
+,7316,4052,4358,2092,7199
+,9582,851,3441,2678,9659
+,7612,392,667,4597,5820
+,5250,798,1372,9935,871
+,376,9107,1227,1499,7434
+,605,3758,3426,7807,1955
+,4334,650,1716,3450,36
+,8629,1801,2907,3445,5729
+,919,275,2469,4874,7408
-,476,0,0,0,0
+,8663,9134,3609,8925,6879
+,4475,7833,7087,740,2850
-,164,0,0,0,0
-,550,0,0,0,0
+,425,6749,5986,9373,131
+,2765,5018,5696,3518,9579
+,57,1024,142,9957,1854
+,2776,1971,7825,5560,2630
-,6,0,0,0,0
+,9998,490,4543,9545,8522
+,5164,1068,9986,3043,8127
-,197,0,0,0,0
+,8031,828,458,8325,8770
+,2349,9882,5892,8386,7659
+,5124,4343,6304,8041,7333
+,1714,2301,7429,3265,3106
+,8547,3655,8075,6156,924
+,7189,4393,7879,5657,666
+,2493,8622,4211,7073,6470
+,3827,1570,9451,5057,9048
+,6890,445,5069,6265,9997
+,736,1863,2754,8480,2778
+,8949,4600,7566,9316,5298
+,771,1508,1589,9212,2184
+,1098,2268,7729,6416,2908
+,4939,4877,7009,2961,2692
+,8617,363,3604,6038,8970
+,4148,6400,2425,4417,7496
+,5348,5586,8846,1578,5104
+,8207,7556,8144,3153,8234
+,242,3315,632,7635,6351
+,8705,1260,8009,3718,416
+,2087,5953,5088,8968,4229
+,8777,5488,6335,6527,6589
+,758,1091,9178,1988,4905
+,1756,9768,3917,6633,3968
+,8349,4372,8828,5873,9331
+,5932,9149,3712,3922,6827
+,9973,4396,6030,4936,3826
+,328,2388,9518,1048,5230
+,8195,7921,7085,2366,1110
+,477,1783,8125,4844,6517
+,6294,1618,194,8516,3524
+,6792,4235,748,6330,3490
+,9684,9106,5226,2199,1521
+,7665,5788,9529,8738,8654
+,395,8259,4266,5358,7866
+,3974,1999,7947,7044,7104
+,5696,1001,2599,5036,9212
+,4674,2806,2266,9998,7075
+,1638,1798,7460,5079,460
+,7315,3737,801,6776,7886
+,3432,4088,1331,9095,8795
+,3331,8812,8654,7244,7119
+,6648,1221,4798,4706,390
+,6892,5160,3350,3571,715
-,166,0,0,0,0
+,7590,1400,28,8404,2682
+,5009,9347,4373,7635,8651
+,576,3125,5663,9553,1345
-,509,0,0,0,0
+,9332,746,9351,9302,2789
+,203,4106,2542,6014,6204
+,3955,369,9244,9714,8891
+,595,2229,5275,5061,5526
+,925,1404,4663,6735,4610
+,1277,9526,1633,6924,1302
-,59,0,0,0,0
-,786,0,0,0,0
+,2313,4645,5751,7760,2332
+,9738,4793,4709,5171,5121
+,3507,1575,8802,1628,8540
+,8574,9513,7939,833,2516
+,109,2293,1641,4841,1173
+,3343,1868,706,5799,8671
+,7099,3224,3770,7012,6977
+,2454,3147,3385,3062,6025
+,796,5661,7615,9787,6279
+,8678,2981,2740,3702,3576
+,7194,5490,7895,8194,3202
-,120,0,0,0,0
+,783,8228,1334,7835,8570
+,6885,5335,348,5692,6979
+,9114,7119,2762,165,7849
+,4211,2809,5037,7844,5659
+,3127,5503,8021,842,5577
+,9,6194,9054,6003,1889
-,322,0,0,0,0
+,5395,8386,6762,2638,8632
+,3405,8813,9187,3468,7720
+,3878,8564,9542,954,5026
+,9009,1966,3381,2263,5983
+,1140,600,2356,5155,7670
+,5254,6273,797,7853,1863
+,449,632,8802,1981,3339
+,7441,557,3661,5453,7659
+,2202,3885,2461,8721,8143
+,58,5700,4234,2308,4689
+,2743,1357,8948,7942,2712
-,292,0,0,0,0
-,345,0,0,0,0
+,4767,5417,3459,3261,2841
+,6919,3492,3494,3243,6761
+,9665,257,6963,8834,6438
+,1440,1141,4553,5622,6729
+,9873,9459,9792,2122,8213
+,2475,5324,6983,8558,5272
+,379,4725,1684,3400,1522
+,2315,7303,1216,4312,8139
+,19,3265,6975,6007,8023
+,5842,6580,116,6094,7255
+,2386,8740,7903,6455,3312
+,2889,1450,2341,1905,776
+,6048,557,2132,3234,3840
+,5931,996,151,3755,8307
+,6668,3384,2054,1858,4343
+,3408,6523,1436,8945,1619
+,9137,2004,6658,5641,1503
+,9364,2728,8770,2526,278
+,3830,6946,6814,1320,9598
+,5612,6737,7245,989,4550
+,1161,8094,5781,1244,5409
+,9233,5760,76,4343,3979
+,7282,7587,8171,7428,6939
+,7309,7248,3886,2978,201
+,4442,898,4203,3996,7807
+,4705,349,4329,6045,4545
-,332,0,0,0,0
+,7537,6369,5001,668,1379
+,3540,2426,2322,1067,5211
+,2072,2109,872,8130,1727
+,4722,2491,9308,1133,5104
+,1456,344,2769,6767,1956
+,8493,9791,9410,457,8122
+,9164,9941,3147,2382,3173
+,7808,6456,7322,9246,7046
+,636,4582,3212,6741,1810
+,5381,9087,4320,2076,3191
+,7604,696,7882,2616,9162
+,6457,5709,8400,3569,5041
+,2364,6227,2683,8993,9020
+,355,6621,504,957,992
+,6461,4242,359,7404,4638
+,2339,5381,4487,8332,359
+,7919,6489,7873,739,1882
+,5187,3484,4453,6402,909
+,4832,1740,1604,4439,254
+,7789,6372,1499,4891,7815
+,9388,3882,2207,9586,3236
+,871,6602,5008,1959,5834
+,6385,6731,4690,7010,9661
+,3243,3854,4792,5119,5051
+,4537,4692,8866,5690,358
-,55,0,0,0,0
+,558,3464,2471,8838,1655
+,8986,7274,3661,9105,778
+,7289,8249,135,5371,2859
+,487,7223,7599,9885,7631
+,9901,1614,8771,7653,399
+,5800,3833,3763,170,7251
+,534,2331,4198,1556,6466
+,6556,2596,6821,106,210
-,921,0,0,0,0
-,329,0,0,0,0
+,1013,2111,735,8157,5254
+,7770,2199,5970,2726,8859
-,39,0,0,0,0
+,3980,1068,1134,4994,6619
+,6708,9024,9346,8729,1400
+,1939,3355,3838,4381,6080
+,1478,2892,4010,232,3778
+,3383,6744,3982,2891,7963
+,7861,5156,4106,7299,8319
+,3913,7675,7157,6296,6909
+,105,127,1665,5051,4468
+,6796,4188,4474,7073,6618
+,8615,8815,5767,9315,4426
+,8372,2445,6057,4864,5788
+,686,7510,6210,4337,2716
+,2746,8014,9690,7322,8511
+,230,3510,6123,3176,1154
+,7776,3137,1727,4504,6986
+,1649,2730,1752,5896,5078
+,8577,5638,6487,8524,7028
+,2547,9353,8469,8987,2298
+,5804,960,2457,1843,5817
+,9072,1234,9828,7277,6164
+,856,5697,1647,7141,8303
+,2098,2221,5502,672,3291
+,1590,3619,7095,8715,6698
+,7269,7062,5317,1767,6789
+,4979,5819,2914,1048,8172
+,4249,339,3716,1624,1770
+,2021,6587,5792,6018,1433
+,9292,5317,3218,2416,6420
+,4627,3472,4217,9330,4394
+,9179,5892,3401,1146,5702
+,1570,8871,3950,1704,1006
+,3163,8829,3354,4769,5437
+,1743,565,6538,3322,4494
+,7455,1728,5628,1428,790
-,344,0,0,0,0
+,2082,7121,4254,875,11
+,7550,5603,5462,2889,7746
+,9502,5488,1234,1959,2470
+,6851,8024,5664,4206,5050
+,5184,1948,8135,4556,7002
+,1580,642,749,270,3387
+,3215,2896,1192,7622,6407
+,5229,9768,7227,7543,1524
+,2450,7991,8642,7346,1525
+,1709,233,8996,8430,7654
+,1050,7807,6725,1147,3611
+,4836,8146,4373,7387,7273
+,8115,5780,1844,1317,8863
+,62,8675,8120,886,2476
+,2521,5906,3752,9701,2242
-,245,0,0,0,0
+,3656,3237,2726,8486,7792
+,2669,3323,6597,7967,243
+,889,632,5004,9498,9520
+,2013,337,857,1982,1430
+,8395,3816,3429,6074,6462
+,8813,4153,4683,7557,209
+,5134,6431,2576,4782,5261
+,2843,9355,2955,2326,8879
+,6259,7683,3316,8648,2448
+,6344,7027,2973,3992,4785
+,276,4432,4356,4273,4244
+,8646,7256,1434,3166,6668
+,7569,875,9615,9658,9777
+,5193,9798,87,9836,5177
+,7669,8600,2695,5714,1632
-,728,0,0,0,0
+,4418,2415,4807,1496,9273
+,1793,8407,4096,4226,4409
+,6070,2801,6190,8198,3779
-,657,0,0,0,0
+,6670,3764,9706,5337,465
+,6966,4926,1191,8606,9875
+,4266,820,4329,3455,7510
+,3923,8960,4059,2892,9396
+,4803,3173,8112,2042,8008
+,1035,525,2588,2459,6975
+,3132,1196,1107,5330,7962
+,8863,7878,8063,6187,3584
-,189,0,0,0,0
+,1428,5388,2108,9696,3731
+,2155,4489,7787,4490,7063
+,9438,6866,8228,3397,35
+,5158,3150,1966,6617,2359
+,7378,9349,5182,3756,7117
-,838,0,0,0,0
+,2868,9200,7398,3729,8886
-,358,0,0,0,0
+,3972,8500,9968,3489,9342
+,2677,7469,4558,3342,133
+,6430,655,2690,4540,8364
+,3309,7749,256,9110,8825
+,7525,1815,5959,9244,9484
+,9018,7046,7838,2122,5018
+,7096,5585,3053,6693,8574
+,6109,5001,9705,4456,5320
+,3417,2952,5589,4897,4983
+,1309,7120,7494,6927,2631
+,4700,9385,4194,2702,8609
+,3838,6605,783,6401,5052
+,384,7847,3383,5752,7778
+,7327,5172,6446,7301,1276
+,2283,9863,9245,9826,1397
+,2305,2799,5987,188,9507
+,1125,2010,5725,7460,8424
+,9534,2618,5175,7519,5309
-,495,0,0,0,0
+,2732,137,8493,4296,61
+,9334,7129,274,6936,7510
+,2217,7537,6884,5020,1691
+,9346,1597,7192,1930,4167
+,6960,7210,8623,3284,959
+,9393,7526,7309,1578,5161
+,9707,7175,2133,3037,1757
+,955,4709,2442,9653,6042
-,180,0,0,0,0
+,8716,3683,4206,3652,9312
-,761,0,0,0,0
+,3505,1620,9881,539,3316
+,2105,3559,5000,9072,5939
+,3279,2297,4504,9812,9509
+,9124,3535,9152,1843,1577
+,4717,5145,873,1757,9093
+,3651,2689,1970,6129,4517
+,2002,1378,4346,9024,5284
+,9962,1586,935,3811,1610
-,418,0,0,0,0
+,961,4024,7874,7071,1089
+,2069,171,8314,5451,107
-,924,0,0,0,0
-,768,0,0,0,0
+,6257,3517,9706,6469,6296
-,511,0,0,0,0
-,812,0,0,0,0
+,267,1399,2764,5147,5303
+,8123,150,3304,3391,446
+,279,132,3260,5594,6732
+,6201,97,593,8501,6650
+,1750,2321,2961,2255,5827
+,2539,4171,5175,2197,4878
+,4827,8657,5270,611,4396
+,5546,6737,1801,5674,1270
+,1917,4119,4030,8497,5280
+,9002,5693,3834,101,5846
+,6573,489,1534,204,9968
+,5049,3294,1476,1894,4473
+,6329,7546,6689,3098,1681
